Centris no,Type,Date Listed,Status,Address,Size,Active price,Taxes,Old prices,Zoning,Coordinates,Description
9914873,Lot for sale,2023-06-20,Active,"Chemin du Fief, Petite-Rivière-Saint-François",421508 sqft,349000,YES,"0,00",Residential,47.3383209700--70.6137851600,"Magnificent 420,000 sq. ft. estate surrounded by mature trees and bounded by the majestic Rivière du Sault. Close to Massif de Charlevoix ski resort.  Nature lover, you'll be charmed by this beautiful location! ***ADDED VALUE***Possibility of dividing into 4 or 5 lots.  For a project with family, friends or a private estate, a visit is a must!"
17550153,Lot for sale,2023-06-20,Active,"Route 263, Sainte-Praxède",30625 sqft,35000,YES,"0,00",Residential,45.9014551900--71.2584768600,"Terrain d'environ 30 625 pieds carrés, près d'une route principale et desservi par Hydro-Québec. Droit de construction. Vérifier votre projet auprès de la municipalité."
16586922,Lot for sale,2023-06-20,Active,"Rue Panoramique, Sainte-Béatrix",35600 sqft,106000,NO,"0,00",Residential,46.2132133600--73.6795938600,"Vous recherchez un terrain pratiquement clé en main pour votre projet? Ce grand terrain de 35 600 pieds carré avec accès à la rivière L'Assomption et faisant partie de la seigneurie du Moulin dans un secteur en pleine effervescence se situe près de plusieurs attractions: parc des Chutes Monte-à-Peine-et-des-Dalles, circuit de vélocross, marché fermier , ski alpin, etc. Voici LE terrain qui saura satisfaire vos critères!"
21695368,Lot for sale,2023-06-20,Active,"Rue Joseph-Albert-Morin, Saint-Jean-sur-Richelieu, Neighbourhood Saint-Athanase",7039 sqft,130000,NO,"0,00",Residential,45.2654929700--73.2403686200,"Grand terrain bien situé a quelques minutes du centre-ville de Saint-Jean-sur-Richelieu, secteur familial, terrain avec services municipaux disponibles(raccordements aux frais de l'acheteur).plus de 7000 pc près de la rivière Richelieu et à deux pas de la marina Kaloé."
20399266,Lot for sale,2023-06-20,Active,"Rue Leblanc, Carleton-sur-Mer",30734 sqft,27500,NO,"0,00",Residential,48.1154222100--66.2345157300,"Terrain résidentiel dans une rue en Cul-de-sac, secteur tranquille et familial."
15446521,Lot for sale,2023-06-20,Active,"596, Rang Sainte-Henriette, Saint-Lin/Laurentides, Neighbourhood Saint-Lin",481786 sqft,9000000,NO,"0,00",Residential,45.8149659300--73.7314800100,"Terrain pour futur développement résidentiel dans l'accueillante ville de St-Lin, à proximité de l'école Du Ruisseau. Pour construction de maisons en rangées ou multiplex de 6 logis permettant jusqu'à 3 étages hors sol. Tout près du projet domiciliaire La Seigneurie Villemory, ce terrain est situé à 8 mins de la route 335, à 15 mins de l'Autoroute 25 et à 20 mins de la gare de Mascouche. Une étude environnementale a été effectuée en 2022, rapport disponible pour consultation. Aqueduc et égouts à moins de 250 mètres des lots selon les informations obtenues. Développeurs, entrepreneurs, promoteurs, c'est pour vous !"
19208511,Lot for sale,2023-06-20,Active,"Route 204 Est, Sainte-Rose-de-Watford",510209 sqft,199900,NO,"0,00",Residential,46.3624980100--70.4131878600,Ste-Rose-de-Watford! Immense terrain zoné blanc prêt à construire de 11.7 acres avec vue sur le lac. Venez y construire vos projets futurs et informez vous à la municipalité afin de réaliser vos rêves.
20659888,Lot for sale,2023-06-20,Active,"Rue de Rosemère, Laval (Duvernay), Neighbourhood Others",3768 sqft,399900,YES,"0,00",Residential,45.5843910000--73.6704040000,"New on the market! Land available for a construction of a  detached single-family residence. Prime location, walking distance from all the services. Land of 3768 feet squared measuring 44x86 feet, you can build your dream house. Who's feeling lucky!"
20248600,Lot for sale,2023-06-20,Active,"Chemin du Lac-de-l'Abies, Labelle",56278 sqft,65000,YES,"0,00","Residential, Resort",46.1923385700--74.8570092800,"Superbe terrain boisé de plus de 56,000 PC situé dans un secteur très tranquille. Accès notarié au magnifique Lac-Labelle (navigable) long de plus de 14 km. Idéal pour les amateurs de plein-air et de sport nautique. Situé à quelques minutes du village de Labelle avec ses nombreux sentiers pédestres ainsi que l'accès à la piste cyclable le P'tit train du Nord et à seulement 35 minutes de Mont-Tremblant. Possibilité d'a"
26227060,Lot for sale,2023-06-20,Active,"5e Avenue, Weedon",20894 sqft,45000,YES,"0,00","Commercial, Residential",45.6976473000--71.4604644200,"Occasion à saisir!!! Grand terrain de 20 894 pied carré, bordé par un jolie ruisseau. Prêt pour accueillir votre projet qu'il soit résidentiel ou commercial. Près de tous les services ainsi que des sentiers de VTT et motoneiges. À découvrir!"
16282035,Lot for sale,2023-06-20,Active,"11640Z, Rue Notre-Dame Est, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles",17386 sqft,1330000,NO,"0,00",Residential,45.6347740000--73.4919780000,"Avis aux promoteurs ,constructeurs, entrepreneurs et investisseurs** Jolie propriété avec cachet construite sur un des rare terrain bordant le fleuve Saint-Laurent à Pointe-aux-Trembles. Avec une vue imprenable sur le fleuve et à proximité de tout, ce terrain de plus de 17 000 pieds carrés est l'endroit idéal pour y construire un triplex."
21467016,Lot for sale,2023-06-20,Active,"Rue des Forges, Trois-Rivières, Neighbourhood Trois-Rivières",27598 sqft,1100000,YES,"0,00","Commercial, Residential",46.3427121900--72.5467512700,"Magnifique terrain au centre ville de Trois-Rivières.  Terrain exceptionnel pour un projet de multi logement. Terrain sur le quadrilatère de la rue des Forges, St-Olivier et Bonaventure. Potentiel locatif incroyable à quelques pas des activités du centre-ville.  Informez-vous"
18787253,Lot for sale,2023-06-20,Active,"Rue Morin, Saint-René",32292 sqft,35036,NO,"0,00",Residential,46.0631219600--70.6173888100,Consult
9627179,Lot for sale,2023-06-20,Active,"Chemin du Cardinal, Notre-Dame-de-la-Merci",148242 sqft,150000,NO,"0,00",Residential,46.2399242500--74.0920312500,"Grand terrain de plus de 148 241 pieds carrés. Emplacement paisible pour vous y établir ou vous créer un petit refuge de fin de semaine. À 5 minutes à pied du terrain, vous trouverez un accès notarié au lac Arthur pour droit de passage et de plage avec possibilité de remonter ou descendre une embarcation non motorisé avec un véhicule et remorque. Notre-Dame-de-la-Merci offre une multitude d'activités estivales et hivernales: sentiers pédestres, sentiers de motoneiges et VTT, parcs et patinoires. Venez vivre la nature! Servitude publiée sous le numéro 14 345 450 qui oblige l'acheteur à différentes charges et conditions."
18667423,Lot for sale,2023-06-20,Active,"Chemin Gervais, L'Isle-aux-Allumettes",101143 sqft,79900,YES,"0,00",Residential,45.8651922600--76.9334043900,Waterfront lot of over 2 acres on the shores of the Ottawa river.  Build your dream home or cottage. Minutes from Pembroke. lot 4
25117344,Lot for sale,2023-06-20,Active,"Rue Non Disponible-Unavailable, Amherst",91354 sqft,250000,YES,"0,00","Recreational and tourism, Residential",45.9972389500--74.7611920900,Lot cadastral 6510702 locate in Domaine Lac Lajeunesse with 2 acres bordering Lac Lajeunesse. Only 2 minutes from the multifunctional / snowmobile trail. 30 minutes from Mont-Tremblant Resort and 1H30 from Ottawa and Montreal. **Short term rentals permitted ** Several lots available.
16965561,Lot for sale,2023-06-20,Active,"Avenue Arnaud, Sept-Îles, Neighbourhood Sept-Îles",11334 sqft,105500,YES,"0,00",Residential,50.2178229400--66.4053194700,Magnifique terrain situé dans un secteur recherché avec vue sur la Baie de Sept-îles.
23208673,Lot for sale,2023-06-20,Active,"241, Avenue des Bouleaux, Chertsey",10576 sqft,19500,NO,"0,00",Residential,46.1729482300--73.8751092200,Charmant terrain plat déjà défriché tout prêt du Lac de l'orignal à Chertsey. Parfait pour la construction de votre chalet de rêve ou de votre résidence principale.
9403619,Lot for sale,2023-06-20,Active,"Rue de la Paix, L'Ancienne-Lorette",4909 sqft,220000,NO,"0,00",Residential,46.8081577500--71.3491364600,Consult
26918373,Lot for sale,2023-06-20,Active,"Rue des Lys, Shawinigan, Neighbourhood Sainte-Flore de Grand-Mère",58330 sqft,125000,YES,"0,00",Residential,46.6142152600--72.7185884600,"Vous voulez vous construire au centre de la Mauricie? Venez voir le Domaine du Campagnard à Sainte-Flore! Plus de 200 terrains pour unifamiliale, jumelés, condominiums, appartements et MINI-Maisons !!! Ce terrain est un cul de sac en lui même. Situé entre la zone naturelle protégée du secteur et l'arrière des maisons de la rue des Lys, vous aurez accès au terrain en passant entre 2 propriétés voisines, sur votre bout de rue qui débouchera directement sur la rue des Lys. Intimité et nature, ce terrain de près de 60000pi2 vous permettra de faire une grande propriété ou encore d'y construire un projet intégré, selon le zonage en vigueur."
11226376,Lot for sale,2023-06-20,Active,"578, Rue Viau, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",2500 sqft,655000,NO,"0,00",Residential,45.5569950000--73.5293070000,Beautiful project of 7 apartments! Lot for sale. Duplex to be demolished and possibility of building a 7-unit building. Demolition required of the current building except for the facade. In the final phase of authorization to obtain a building permit. Quality site near rue Notre-Dame. Highly sought after location. The current project will be transmitted to the buyer. Construction in 2023 possible (pending authorization). View of the St. Lawrence River and fireworks on the top floor. Your project ?
16443919,Lot for sale,2023-06-20,Active,"Rue Panoramique, Sainte-Béatrix",92584 sqft,79900,NO,"0,00",Residential,46.2138110000--73.6799050000,"Bienvenue à ""La Seigneurie du Moulin""! Découvrez ce site enchanteur, idéal pour les amoureux de nature!! Que ce soit pour bâtir votre résidence principale ou votre chalet de rêve, vous avez trouvé!! À une heure de Montréal, situé en montagne, à Sainte-Béatrix dans Lanaudière, votre terrain boisé d'environ 96,000 pieds carrés est sis dans un emplacement exceptionnel! Non loin, vous aurez accès aux services et commodités tels que épicerie, station-service, pharmacie, école primaire, etc..."
26754029,Lot for sale,2023-06-20,Active,"Chemin des Pruches, Gracefield, Neighbourhood Wright",130179 sqft,165000,YES,"0,00",Residential,46.0376285700--75.9523155800,"Beau terrain de 2.9 Acres, à 15 Min du Mont Sainte-Marie Ski + Golf. Directement sur le Lac Desormeau. Terrain boisé avec joli ruisseau. Électricité dans la rue. Descente de bateau sur le terrain."
19386709,Lot for sale,2023-06-20,Active,"Rue du Gai-Luron, Sainte-Adèle, Neighbourhood Sainte-Adèle",35150 sqft,99000,NO,"0,00",Residential,45.9766220000--74.1912380000,"Vivre en nature en toute quiétude dans un environnement homogène et agréable le tout à 5 min du village de Sainte-Adèle ou de Val-david. Accès rapides aux axes routier et aux services. plus de 30 000pc pour envisager votre prochaine propriété et son terrain de jeux. Sa disposition est parfaite pour vous offrir une entrée impressionnante, une longue allée qui mènera à votre projet de rêve. Venez le marcher!"
11244519,Lot for sale,2023-06-20,Active,"2e rue du Lac-Mondor, Saint-Damien",28666 sqft,35000,NO,"0,00",Residential,46.2889183600--73.5140176200,"Superbe terrain bien situé. Dans un secteur calme et charmant! À proximité de plusieurs activités! Les gens qui désirent profiter de l'accès au lac doivent être membre de l'association des résidents du lac Mondor. Pour en apprendre davantage, composez le 438.404.4357*"
21129629,Lot for sale,2023-06-20,Active,"904, Rue Ulysse-Sainte-Marie, Québec (Beauport), Neighbourhood Laurentides",5910 sqft,179900,YES,"0,00",Residential,46.9068452300--71.2209016600,SUPERBE OPPORTUNITÉ À BEAUPORT POUR VOUS CONSTRUIRE! Terrain situé dans un nouveau développement en effervescence qui vous permettra de réaliser votre projet immobilier. Nous pourrons vous conseiller selon vos besoins de construction!!
10921855,Lot for sale,2023-06-20,Active,"Rue Hampton, Longueuil (Saint-Hubert), Neighbourhood Parc de la Cité",8000 sqft,69000,NO,"0,00",Residential,45.4854099700--73.3885003500,"Terrain pour spéculateur. Zoné unifamiliale, dimension 100 X 80 pieds, 8 000 PI2. CONSTRUCTION IMPOSSIBLE pour le moment possibilité de développement un jour mais dates inconnues. Pour plus d'informations communiquez avec la ville."
21243162,Lot for sale,2023-06-20,Active,"Rue des Aulnaies, Saint-Michel-des-Saints",75524 sqft,35000,YES,"0,00",Residential,46.7334151400--73.9867336300,"Terrain #4. Nouveau, 12 terrains disponibles. De 64000pc a 237000pc.A 10min du village, facile d'accès, coin tranquille proche de la zec et des sentiers motoneige/vtt.  Chaque terrain a son charme, a vous de trouver lequel vous charmera!"
